"symbol","type","database"
"JAG1","cytokin/chemokine_&_receptors","GSEA"
"JAG2","growth_factors_&_receptors","Online resource"
"JAG2","growth_factors_&_receptors","GOMF"
"JAG2","cytokin/chemokine_&_receptors","GSEA"
"JAK1","hormones_&_receptors","Online resource"
"JAK1","hormones_&_receptors","GOMF"
"JAK2","growth_factors_&_receptors","Online resource"
"JAK2","hormones_&_receptors","Online resource"
"JAK2","growth_factors_&_receptors","GOMF"
"JAK2","hormones_&_receptors","GOMF"
"JAK2","hormones_&_receptors","REACTOME"
"JAK2","cytokin/chemokine_&_receptors","WP"
"JAK3","hormones_&_receptors","Online resource"
"JAK3","cytokin/chemokine_&_receptors","WP"
"JCHAIN","predicted secreted protein","HPA"
"KAZALD1","growth_factors_&_receptors","Online resource"
"KAZALD1","predicted secreted protein","HPA"
"KAZALD1","growth_factors_&_receptors","GOMF"
"KCP","predicted secreted protein","HPA"
"KDR","growth_factors_&_receptors","Online resource"
"KDR","growth_factors_&_receptors","GOMF"
"KDR","cytokin/chemokine_&_receptors","KEGG"
"KERA","predicted secreted protein","HPA"
"KERA","predicted secreted protein","VerSeDa"
"KIAA0100","predicted secreted protein","HPA"
"KIAA0319","predicted secreted protein","VerSeDa"
"KISS1","predicted secreted protein","HPA"
"KIT","growth_factors_&_receptors","GOMF"
"KIT","cytokin/chemokine_&_receptors","KEGG"
"KITLG","growth_factors_&_receptors","Online resource"
"KITLG","predicted secreted protein","VerSeDa"
"KITLG","growth_factors_&_receptors","GOMF"
"KITLG","cytokin/chemokine_&_receptors","KEGG"
"KITLG","secreted protein","NABA"
"KITLG","cytokin/chemokine_&_receptors","GSEA"
"KL","growth_factors_&_receptors","Online resource"
"KL","hormones_&_receptors","Online resource"
"KL","growth_factors_&_receptors","GOMF"
"KL","cytokin/chemokine_&_receptors","GSEA"
"KLB","growth_factors_&_receptors","Online resource"
"KLB","growth_factors_&_receptors","GOMF"
"KLK1","predicted secreted protein","HPA"
"KLK10","predicted secreted protein","HPA"
"KLK10","predicted secreted protein","VerSeDa"
"KLK11","predicted secreted protein","HPA"
"KLK12","predicted secreted protein","HPA"
"KLK13","predicted secreted protein","HPA"
"KLK14","predicted secreted protein","HPA"
"KLK15","predicted secreted protein","HPA"
"KLK2","predicted secreted protein","HPA"
"KLK3","predicted secreted protein","HPA"
"KLK4","predicted secreted protein","HPA"
"KLK4","predicted secreted protein","VerSeDa"
"KLK5","predicted secreted protein","HPA"
"KLK6","predicted secreted protein","HPA"
"KLK7","predicted secreted protein","HPA"
"KLK8","predicted secreted protein","HPA"
"KLK8","predicted secreted protein","VerSeDa"
"KLK9","predicted secreted protein","HPA"
"KLK9","predicted secreted protein","VerSeDa"
"KLKB1","predicted secreted protein","HPA"
"KNG1","predicted secreted protein","HPA"
"KRAS","cytokin/chemokine_&_receptors","WP"
"KRT10","predicted secreted protein","HPA"
"KRTDAP","predicted secreted protein","HPA"
"KRTDAP","predicted secreted protein","VerSeDa"
"LACRT","growth_factors_&_receptors","Online resource"
"LACRT","predicted secreted protein","HPA"
"LACRT","growth_factors_&_receptors","GOMF"
"LACRT","cytokin/chemokine_&_receptors","GSEA"
"LAD1","predicted secreted protein","HPA"
"LAIR2","predicted secreted protein","HPA"
"LAIR2","predicted secreted protein","VerSeDa"
"LALBA","predicted secreted protein","HPA"
"LAMA1","predicted secreted protein","HPA"
"LAMA2","predicted secreted protein","HPA"
"LAMA2","predicted secreted protein","VerSeDa"
"LAMA3","predicted secreted protein","HPA"
"LAMA4","predicted secreted protein","HPA"
"LAMA5","predicted secreted protein","HPA"
"LAMB1","predicted secreted protein","HPA"
"LAMB2","predicted secreted protein","HPA"
"LAMB3","predicted secreted protein","HPA"
"LAMB3","predicted secreted protein","VerSeDa"
"LAMB4","predicted secreted protein","HPA"
"LAMC1","predicted secreted protein","HPA"
"LAMC2","predicted secreted protein","HPA"
"LAMC2","predicted secreted protein","VerSeDa"
"LAMC3","predicted secreted protein","HPA"
"LBP","predicted secreted protein","HPA"
"LBP","predicted secreted protein","VerSeDa"
"LCAT","predicted secreted protein","HPA"
"LCN1","predicted secreted protein","HPA"
"LCN1","predicted secreted protein","VerSeDa"
"LCN10","predicted secreted protein","HPA"
"LCN12","predicted secreted protein","HPA"
"LCN12","predicted secreted protein","VerSeDa"
"LCN15","predicted secreted protein","HPA"
"LCN2","predicted secreted protein","HPA"
"LCN2","predicted secreted protein","VerSeDa"
"LCN6","predicted secreted protein","HPA"
"LCN8","predicted secreted protein","HPA"
"LCN8","predicted secreted protein","VerSeDa"
"LCN9","predicted secreted protein","HPA"
"LCN9","predicted secreted protein","VerSeDa"
"LDLRAD2","predicted secreted protein","HPA"
"LEAP2","predicted secreted protein","HPA"
"LEAP2","predicted secreted protein","VerSeDa"
"LECT2","predicted secreted protein","HPA"
"LECT2","predicted secreted protein","VerSeDa"
"LECT2","cytokin/chemokine_&_receptors","GSEA"
"LEFTY1","growth_factors_&_receptors","Online resource"
"LEFTY1","predicted secreted protein","HPA"
"LEFTY1","predicted secreted protein","VerSeDa"
"LEFTY1","growth_factors_&_receptors","GOMF"
"LEFTY1","secreted protein","NABA"
"LEFTY1","cytokin/chemokine_&_receptors","GSEA"
"LEFTY2","growth_factors_&_receptors","Online resource"
"LEFTY2","predicted secreted protein","HPA"
"LEFTY2","predicted secreted protein","VerSeDa"
"LEFTY2","growth_factors_&_receptors","GOMF"
"LEFTY2","secreted protein","NABA"
"LEFTY2","cytokin/chemokine_&_receptors","GSEA"
"LEP","cytokin/chemokine_&_receptors","Online resource"
"LEP","hormones_&_receptors","Online resource"
"LEP","predicted secreted protein","HPA"
"LEP","cytokin/chemokine_&_receptors","KEGG"
"LEP","secreted protein","NABA"
"LEP","cytokin/chemokine_&_receptors","GSEA"
"LEPR","cytokin/chemokine_&_receptors","Online resource"
"LEPR","hormones_&_receptors","Online resource"
"LEPR","cytokin/chemokine_&_receptors","KEGG"
"LGALS1","predicted secreted protein","HPA"
"LGALS3","predicted secreted protein","HPA"
"LGALS3BP","predicted secreted protein","HPA"
"LGALS9","predicted secreted protein","HPA"
"LGI1","predicted secreted protein","HPA"
"LGI2","predicted secreted protein","HPA"
"LGI3","predicted secreted protein","HPA"
"LGI4","predicted secreted protein","HPA"
"LGI4","predicted secreted protein","VerSeDa"
"LHB","hormones_&_receptors","Online resource"
"LHB","predicted secreted protein","HPA"
"LHB","predicted secreted protein","VerSeDa"
"LHB","hormones_&_receptors","REACTOME"
"LHB","cytokin/chemokine_&_receptors","GSEA"
"LHCGR","hormones_&_receptors","Online resource"
"LHCGR","hormones_&_receptors","REACTOME"
"LIF","growth_factors_&_receptors","Online resource"
"LIF","cytokin/chemokine_&_receptors","Online resource"
"LIF","predicted secreted protein","HPA"
"LIF","growth_factors_&_receptors","GOMF"
"LIF","cytokin/chemokine_&_receptors","KEGG"
"LIF","secreted protein","NABA"
"LIF","cytokin/chemokine_&_receptors","GSEA"
"LIFR","cytokin/chemokine_&_receptors","Online resource"
"LIFR","growth_factors_&_receptors","Online resource"
"LIFR","growth_factors_&_receptors","GOMF"
"LIFR","cytokin/chemokine_&_receptors","KEGG"
"LINGO1","growth_factors_&_receptors","Online resource"
"LINGO1","growth_factors_&_receptors","GOMF"
"LIPC","predicted secreted protein","HPA"
"LIPC","predicted secreted protein","VerSeDa"
"LIPF","predicted secreted protein","HPA"
"LIPF","predicted secreted protein","VerSeDa"
"LIPG","predicted secreted protein","HPA"
"LIPG","predicted secreted protein","VerSeDa"
"LIPH","predicted secreted protein","HPA"
"LIPH","predicted secreted protein","VerSeDa"
"LIPI","predicted secreted protein","HPA"
"LIPK","predicted secreted protein","HPA"
"LIPM","predicted secreted protein","HPA"
"LIPN","predicted secreted protein","HPA"
"LLCFC1","predicted secreted protein","HPA"
"LOX","predicted secreted protein","HPA"
"LOX","predicted secreted protein","VerSeDa"
"LOXL1","predicted secreted protein","HPA"
"LOXL2","predicted secreted protein","HPA"
"LOXL3","predicted secreted protein","HPA"
"LOXL3","predicted secreted protein","VerSeDa"
"LOXL4","predicted secreted protein","HPA"
"LPA","predicted secreted protein","HPA"
"LPL","predicted secreted protein","HPA"
"LPL","predicted secreted protein","VerSeDa"
"LPO","predicted secreted protein","HPA"
"LPO","predicted secreted protein","VerSeDa"
"LRCOL1","predicted secreted protein","HPA"
"LRG1","predicted secreted protein","HPA"
"LRP2","growth_factors_&_receptors","Online resource"
"LRP2","hormones_&_receptors","Online resource"
"LRP2","growth_factors_&_receptors","GOMF"
"LRRC17","predicted secreted protein","HPA"
"LRRC32","growth_factors_&_receptors","Online resource"
"LRRC32","growth_factors_&_receptors","GOMF"
"LRSAM1","cytokin/chemokine_&_receptors","GSEA"
"LTA","cytokin/chemokine_&_receptors","Online resource"
"LTA","predicted secreted protein","HPA"
"LTA","predicted secreted protein","VerSeDa"
"LTA","cytokin/chemokine_&_receptors","KEGG"
"LTA","secreted protein","NABA"
"LTA","cytokin/chemokine_&_receptors","GSEA"
"LTB","cytokin/chemokine_&_receptors","Online resource"
"LTB","cytokin/chemokine_&_receptors","KEGG"
"LTB","secreted protein","NABA"
"LTB","cytokin/chemokine_&_receptors","GSEA"
"LTBP1","growth_factors_&_receptors","Online resource"
"LTBP1","predicted secreted protein","HPA"
"LTBP1","predicted secreted protein","VerSeDa"
"LTBP1","growth_factors_&_receptors","GOMF"
"LTBP1","cytokin/chemokine_&_receptors","GSEA"
"LTBP2","growth_factors_&_receptors","Online resource"
"LTBP2","predicted secreted protein","HPA"
"LTBP2","growth_factors_&_receptors","GOMF"
"LTBP2","cytokin/chemokine_&_receptors","GSEA"
"LTBP3","growth_factors_&_receptors","Online resource"
"LTBP3","predicted secreted protein","HPA"
"LTBP3","growth_factors_&_receptors","GOMF"
"LTBP3","cytokin/chemokine_&_receptors","GSEA"
"LTBP4","growth_factors_&_receptors","Online resource"
"LTBP4","predicted secreted protein","HPA"
"LTBP4","predicted secreted protein","VerSeDa"
"LTBP4","growth_factors_&_receptors","GOMF"
"LTBP4","cytokin/chemokine_&_receptors","GSEA"
"LTBR","cytokin/chemokine_&_receptors","Online resource"
"LTBR","cytokin/chemokine_&_receptors","KEGG"
"LTF","predicted secreted protein","HPA"
"LTF","predicted secreted protein","VerSeDa"
"LUM","predicted secreted protein","HPA"
"LUM","predicted secreted protein","VerSeDa"
"LUZP2","predicted secreted protein","HPA"
"LY6G5B","predicted secreted protein","HPA"
"LY6G5B","predicted secreted protein","VerSeDa"
"LY6K","predicted secreted protein","VerSeDa"
"LY86","predicted secreted protein","HPA"
"LY86","predicted secreted protein","VerSeDa"
"LY96","predicted secreted protein","HPA"
"LY96","predicted secreted protein","VerSeDa"
"LYG1","predicted secreted protein","HPA"
"LYG1","predicted secreted protein","VerSeDa"
"LYG2","predicted secreted protein","HPA"
"LYN","growth_factors_&_receptors","Online resource"
"LYN","growth_factors_&_receptors","GOMF"
"LYN","hormones_&_receptors","REACTOME"
"LYN","cytokin/chemokine_&_receptors","WP"
"LYNX1","predicted secreted protein","VerSeDa"
"LYPD6","predicted secreted protein","HPA"
"LYPD6","predicted secreted protein","VerSeDa"
"LYPD8","predicted secreted protein","HPA"
"LYZ","predicted secreted protein","HPA"
"LYZ","predicted secreted protein","VerSeDa"
"LYZL4","predicted secreted protein","HPA"
"LYZL4","predicted secreted protein","VerSeDa"
"LYZL6","predicted secreted protein","HPA"
"MACC1","growth_factors_&_receptors","Online resource"
"MACC1","growth_factors_&_receptors","GOMF"
"MAMDC2","predicted secreted protein","HPA"
"MAMDC2","predicted secreted protein","VerSeDa"
"MAN2B2","predicted secreted protein","HPA"
"MAN2B2","predicted secreted protein","VerSeDa"
"MANF","growth_factors_&_receptors","Online resource"
"MANF","predicted secreted protein","HPA"
"MANF","growth_factors_&_receptors","GOMF"
"MANF","cytokin/chemokine_&_receptors","GSEA"
"MAP2K1","cytokin/chemokine_&_receptors","WP"
"MAPK1","hormones_&_receptors","REACTOME"
"MAPK1","cytokin/chemokine_&_receptors","WP"
"MAPK3","hormones_&_receptors","REACTOME"
"MAPK3","cytokin/chemokine_&_receptors","WP"
"MAPT","predicted secreted protein","HPA"
"MASP1","predicted secreted protein","HPA"
"MASP1","predicted secreted protein","VerSeDa"
"MASP2","predicted secreted protein","HPA"
"MASP2","predicted secreted protein","VerSeDa"
"MATN1","predicted secreted protein","HPA"
"MATN2","predicted secreted protein","HPA"
"MATN3","predicted secreted protein","HPA"
"MATN3","predicted secreted protein","VerSeDa"
"MATN4","predicted secreted protein","HPA"
"MATN4","predicted secreted protein","VerSeDa"
"MBL2","predicted secreted protein","HPA"
"MC1R","hormones_&_receptors","Online resource"
"MC3R","hormones_&_receptors","Online resource"
"MC4R","hormones_&_receptors","Online resource"
"MC5R","hormones_&_receptors","Online resource"
"MCHR1","hormones_&_receptors","Online resource"
"MDK","growth_factors_&_receptors","Online resource"
"MDK","predicted secreted protein","HPA"
"MDK","growth_factors_&_receptors","GOMF"
"MDK","secreted protein","NABA"
"MDK","cytokin/chemokine_&_receptors","GSEA"
"MEGF10","secreted protein","NABA"
"MEGF11","secreted protein","NABA"
"MEGF6","predicted secreted protein","HPA"
"MEGF6","secreted protein","NABA"
"MEGF8","secreted protein","NABA"
"MEGF9","secreted protein","NABA"
"MEPE","predicted secreted protein","HPA"
"MEPE","predicted secreted protein","VerSeDa"
"MET","cytokin/chemokine_&_receptors","KEGG"
"METRN","hormones_&_receptors","Online resource"
"METRN","predicted secreted protein","HPA"
"METRNL","hormones_&_receptors","Online resource"
"METRNL","predicted secreted protein","HPA"
"METRNL","predicted secreted protein","VerSeDa"
"METTL24","predicted secreted protein","HPA"
"MFAP2","predicted secreted protein","HPA"
"MFAP2","predicted secreted protein","VerSeDa"
"MFAP4","predicted secreted protein","HPA"
"MFAP5","predicted secreted protein","HPA"
"MFAP5","predicted secreted protein","VerSeDa"
"MFGE8","predicted secreted protein","HPA"
"MFGE8","predicted secreted protein","VerSeDa"
"MGAT4A","predicted secreted protein","HPA"
"MGP","predicted secreted protein","HPA"
"MIA","growth_factors_&_receptors","Online resource"
"MIA","predicted secreted protein","HPA"
"MIA","growth_factors_&_receptors","GOMF"
"MIA","cytokin/chemokine_&_receptors","GSEA"
"MIF","predicted secreted protein","HPA"
"MIF","predicted secreted protein","VerSeDa"
"MIF","cytokin/chemokine_&_receptors","GSEA"
"MLN","hormones_&_receptors","Online resource"
"MLN","predicted secreted protein","HPA"
"MLN","predicted secreted protein","VerSeDa"
"MLN","cytokin/chemokine_&_receptors","GSEA"
"MLNR","hormones_&_receptors","Online resource"
"MMP1","predicted secreted protein","HPA"
"MMP10","predicted secreted protein","HPA"
"MMP10","predicted secreted protein","VerSeDa"
"MMP11","predicted secreted protein","HPA"
"MMP12","predicted secreted protein","HPA"
"MMP12","predicted secreted protein","VerSeDa"
"MMP13","predicted secreted protein","HPA"
"MMP17","predicted secreted protein","HPA"
"MMP19","predicted secreted protein","HPA"
"MMP19","predicted secreted protein","VerSeDa"
"MMP2","predicted secreted protein","HPA"
"MMP20","predicted secreted protein","HPA"
"MMP21","predicted secreted protein","HPA"
"MMP25","predicted secreted protein","HPA"
"MMP26","predicted secreted protein","HPA"
"MMP26","predicted secreted protein","VerSeDa"
"MMP28","predicted secreted protein","HPA"
"MMP3","predicted secreted protein","HPA"
"MMP3","predicted secreted protein","VerSeDa"
"MMP7","predicted secreted protein","HPA"
"MMP7","predicted secreted protein","VerSeDa"
"MMP8","predicted secreted protein","HPA"
"MMP9","predicted secreted protein","HPA"
"MMP9","predicted secreted protein","VerSeDa"
"MMRN1","predicted secreted protein","HPA"
"MMRN2","predicted secreted protein","HPA"
"MPL","cytokin/chemokine_&_receptors","Online resource"
"MPL","cytokin/chemokine_&_receptors","KEGG"
"MS4A1","growth_factors_&_receptors","Online resource"
"MS4A1","growth_factors_&_receptors","GOMF"
"MSLN","predicted secreted protein","VerSeDa"
"MSMP","predicted secreted protein","HPA"
"MST1","predicted secreted protein","HPA"
"MST1","secreted protein","NABA"
"MST1L","secreted protein","NABA"
"MSTN","cytokin/chemokine_&_receptors","Online resource"
"MSTN","growth_factors_&_receptors","Online resource"
"MSTN","predicted secreted protein","HPA"
"MSTN","growth_factors_&_receptors","GOMF"
"MSTN","secreted protein","NABA"
"MSTN","cytokin/chemokine_&_receptors","GSEA"
"MTNR1A","hormones_&_receptors","Online resource"
"MTRNR2L1","predicted secreted protein","HPA"
"MTRNR2L10","predicted secreted protein","HPA"
"MTRNR2L11","predicted secreted protein","HPA"
"MTRNR2L12","predicted secreted protein","HPA"
"MTRNR2L13","predicted secreted protein","HPA"
"MTRNR2L3","predicted secreted protein","HPA"
